句子,关键词位置,原始关键词,对立关键词
每次出门身上都揣着药，有好几次我都感觉自己要倒下了，是寻找女儿的信念一直支撑着我。,"[30, 32]",女儿,儿子
某天，女儿买了乒乓球拍和练瑜伽的垫子，决定启动运动模式，以调节紧张的学习和科研生活。,"[3, 5]",女儿,儿子
某天我突然发现，女儿吃的一两番茄鸡蛋刀削面比邻桌的一两多得多。,"[8, 10]",女儿,儿子
目前，凌某已经回到广西父母身边，并于今年10月生下了一个女儿。,"[28, 30]",女儿,儿子
那会儿，女儿风光了一下，也满足了小小的虚荣心。,"[4, 6]",女儿,儿子
那么，刚出生的女儿即被卖掉，张某是否知情？,"[7, 9]",女儿,儿子
那是除夕，吃过毫无欢乐气氛的团年饭，女儿早就被父母莫名其妙的持久冷战烦透了，躲进房里，进入微信的朋友圈。,"[18, 20]",女儿,儿子
那天，我带女儿去上一堂公益插花课。,"[5, 7]",女儿,儿子
你们快来帮帮我，我的女儿被反锁在家里了。,"[10, 12]",女儿,儿子
你们只是美了垃圾器具，我女儿直接让垃圾变美了。,"[13, 15]",女儿,儿子
你要是我女儿我一定要你离婚。,"[4, 6]",女儿,儿子
你这是在惩罚我还是惩罚你呀，你就不考虑女儿的感受吗？,"[19, 21]",女儿,儿子
年底了，难得的机会，如果在狂欢节上能让女儿看到不一样的我，肯定很开心。,"[20, 22]",女儿,儿子
女儿，这些年你过得好不好?,"[1, 3]",女儿,儿子
女儿啊，这个时候，除了坚强，你别无选择！,"[0, 2]",女儿,儿子
女儿把电视关了，然后反道：我不会啃老，也希望你们不要啃孩子。,"[0, 2]",女儿,儿子
女儿参加工作后，有一次去内蒙古出差，回来后给王大爷带来了当地土特产和精致的小水杯，练习后硬塞给老人家了。,"[1, 3]",女儿,儿子
女儿长大了，能拿全国冠军，也能走上世界奖台。,"[0, 2]",女儿,儿子
女儿出国留学后怀念家里的泡菜，奈何路远不好带，便要自己在国外试做。,"[0, 2]",女儿,儿子
女儿出生后，哭闹时间多，全家人都围着小的转，轮流抱着哄着。,"[0, 2]",女儿,儿子
"女儿出事后,夫妻两人曾多次动过轻生的念头,但想到万一孩子还在世,回来时找不到爸妈,那可怎么办?","[0, 2]",女儿,儿子
女儿出息了，但倔强的张顺东却没能犟过截肢的命运。,"[0, 2]",女儿,儿子
女儿从小就不喜欢洗头发，应该是怕洗头发。,"[0, 2]",女儿,儿子
女儿从小就学习游泳，水性并不差，为什么会在平静的泳池中溺亡？,"[1, 3]",女儿,儿子
女儿从小深受家庭的影响，诚实善良、勤奋上进，参加工作3年多来，得到领导和同事的一致好评。,"[0, 2]",女儿,儿子
女儿大学毕业进了一家大企业，从事自家喜欢个事业。,"[0, 2]",女儿,儿子
女儿胆小，拉着我做陪同。,"[0, 2]",女儿,儿子
女儿的不幸去世，更让这个家庭陷入痛苦。,"[0, 2]",女儿,儿子
女儿的埋怨令我无言以对。,"[0, 2]",女儿,儿子
女儿读一年级的时候，我比较关注学校的每周菜谱，两周内几乎没有重复的菜品，可以看出，学校对学生的饮食是非常用心的。,"[1, 3]",女儿,儿子
女儿对我热络多了，有时候也会粘着我。,"[1, 3]",女儿,儿子
女儿仿佛听懂了一般，咧开嘴开心地笑了。,"[0, 2]",女儿,儿子
女儿感叹说，自己良好的学习习惯和成绩离不开家里浓厚的学习氛围。,"[0, 2]",女儿,儿子
女儿很争气，在教培中心各方面表现都很好，一年时间就通过各项考核顺利结业。,"[1, 3]",女儿,儿子
女儿还在读高中，珍惜不易的学习机会，成绩非常好。,"[0, 2]",女儿,儿子
女儿患精神疾病网恋后闪婚有效吗？,"[0, 2]",女儿,儿子
女儿今年26岁了，按照原计划的话也应该研究生毕业了。,"[1, 3]",女儿,儿子
女儿经常问候我老伴，成了我俩情感的桥梁和纽带。,"[0, 2]",女儿,儿子
女儿就读于浙江传媒学院，临近大四就开始两手准备，一边考研一边也试着找找工作。,"[0, 2]",女儿,儿子
女儿觉得没什么，我从很多方面考虑的。,"[0, 2]",女儿,儿子
女儿开玩笑说，要是有羊肉串味道的糕点那就寄点，说不定会受到战友们的欢迎。,"[0, 2]",女儿,儿子
女儿马上要考大学了，正是用钱的时候！,"[0, 2]",女儿,儿子
女儿没有别的要求，只是希望能够删掉裸照。,"[0, 2]",女儿,儿子
女儿每次一回家，我爹就忙不迭地藏手机。,"[0, 2]",女儿,儿子
女儿每天慢跑、跳绳，在家的运动量就有近40分钟，周末还会去游泳。,"[1, 3]",女儿,儿子
女儿拿到工资后，回家就给了我2000元，自己只留下500元作为零花钱。,"[0, 2]",女儿,儿子
女儿趴在卧室窗台上的同时，还不忘给自己拿个零食，一脸的幸福。,"[0, 2]",女儿,儿子
女儿胖有什么办法可以解决？,"[12, 14]",女儿,儿子
女儿捧着荷花放在心口拍照，说这样可以永远留在心里了。,"[0, 2]",女儿,儿子
女儿平时在上海市区工作，最近每次回来，都夸村里环境变好了，像是搬进了新家。,"[1, 3]",女儿,儿子
女儿三番五次想进到房间，幸好没有找到钥匙。,"[0, 2]",女儿,儿子
女儿十分欣喜，把荷花放在鼻子底下使劲地嗅，说，真香啊。,"[0, 2]",女儿,儿子
女儿十分支持，立即提前为我们预订了房间。,"[0, 2]",女儿,儿子
"女儿是一个上进并且性格开朗的孩子,眼睛弯弯的,笑起来很甜。","[12, 14]",女儿,儿子
女儿是一名病理科医生，坚定地认为病理诊断才是判断疾病的“金标准”，而这离不开放射科医生穿刺的协助。,"[0, 2]",女儿,儿子
女儿说班上大部分同学都有手机，自己没有就显得很另类。,"[0, 2]",女儿,儿子
女儿死了，杀人凶手还活着，甚至连一分钱的赔偿都没有。,"[19, 21]",女儿,儿子
女儿抬起头看看我们，再看看猫咪，若有所思地说：“天冷了，我们该给猫咪换新窝了，这样它们才不会着凉”。,"[0, 2]",女儿,儿子
女儿特别聪明，昨天有点发烧，过几天再带来。,"[1, 3]",女儿,儿子
女儿提出想送我们去养老院。,"[1, 3]",女儿,儿子
女儿听到这里，拍着小手说：“我有压岁钱，也要送给你们做公益”！,"[0, 2]",女儿,儿子
女儿为此抱怨：“你好像每次都说明年不忙了，结果一年比一年忙”。,"[0, 2]",女儿,儿子
女儿喜欢摄影，已有一些年头。,"[0, 2]",女儿,儿子
女儿性格非常内向，没有朋友，生活也不太顺。,"[1, 3]",女儿,儿子
女儿学习成绩一直不错，也很懂事。,"[0, 2]",女儿,儿子
女儿要出嫁，我顾不上，相当愧疚。,"[1, 3]",女儿,儿子
女儿也挺争气的，除了体育课之外，各科成绩都不错，在班上都是前几名。,"[0, 2]",女儿,儿子
女儿一到周末就吃快餐、泡面。,"[0, 2]",女儿,儿子
女儿一连串的问答如同那通亮的光一般凝固了我全身的每一个细胞，令我内心沉甸甸的。,"[3, 5]",女儿,儿子
女儿在两天时间内，确实学会了如何上厕所。,"[0, 2]",女儿,儿子
"女儿在失踪的当天晚上8点多,还曾拨打长沙的一个平台咨询湖南的旅游景点,但电话还没说完就挂断了。","[0, 2]",女儿,儿子
女儿真的爱上了打太极拳，练了半年多后参加了天津市体彩杯比赛，报名一拳一剑，还拿了两块金牌。,"[1, 3]",女儿,儿子
女儿指着栖落一树的麻雀，开心地喊着，接着又禁不住地捂住嘴巴噤了声，生怕惊动了那满树的麻雀。,"[1, 3]",女儿,儿子
女儿制止我的戏谑，认真地决策。,"[1, 3]",女儿,儿子
女儿自进屋后，就在“啧啧”地咂吧着嘴东张西望，征求同意后，一时窜到厨房，一时又窜到卧室。,"[0, 2]",女儿,儿子
女儿昨晚低烧，一大早到医院检查，确诊为流感。,"[23, 25]",女儿,儿子
怕黑的感觉和时间在女儿那好像要比旁人更明显、更长久。,"[9, 11]",女儿,儿子
平时，我上班，早出晚归，孩子还没醒，我就出发去单位了，晚上，女儿睡觉前也常常等不到我回家。,"[30, 32]",女儿,儿子
平时有点沉默寡言的女儿这次像一只喜鹊喳喳地叫个不停。,"[9, 11]",女儿,儿子
破旧的土坯房外，两个女儿早把该带的日用品打好包，等待政府派车来接。,"[10, 12]",女儿,儿子
其实，我正处于青春期的女儿也喜欢关门。,"[11, 13]",女儿,儿子
其有个女儿，今年32岁，因身体不好至今未就业。,"[3, 5]",女儿,儿子
恰在这时，在武汉上大学的女儿又打来电话，向家里要生活费。,"[12, 14]",女儿,儿子
前不久，河北区人民法院开庭审理了这样一起案件，父母诉请确认女儿的婚姻关系无效。,"[29, 31]",女儿,儿子
前段时间，女儿看上一家上市的影视公司，面试时卡在了待遇问题上。,"[5, 7]",女儿,儿子
"前一阵子,两个人闲聊起家常,胡叔随口提了一嘴,“我女儿快结婚了”。","[25, 27]",女儿,儿子
前者的女儿除了功课，从小学钢琴，初中时就得过全国同年龄段大奖。,"[3, 5]",女儿,儿子
情人节前，朋友带读小学的女儿去沃尔玛买了一堆贺卡，说是要送给班上的每一位同学和老师。,"[12, 14]",女儿,儿子
却圆不了自己女儿的小小心愿！,"[6, 8]",女儿,儿子
确认身份后，保安将手机交还，老人连声道谢，并拨打女儿电话报了平安。,"[24, 26]",女儿,儿子
然而女儿初中毕业后不久，受到一个宗教极端分子蛊惑，思想发生了变化。,"[2, 4]",女儿,儿子
然而女儿却在电话中表示，同学一直没有醒，喊了也没有反应。,"[2, 4]",女儿,儿子
然后，又钻不进车里，只能步行去大女儿的学校。,"[16, 18]",女儿,儿子
如果我今年买了房子，可以马上把县城读二年级的女儿转过来读书吗？,"[23, 25]",女儿,儿子
如今，老两口住在山下女儿家里，老伴儿帮忙带外孙，搬迁给家里6个人每人补偿了20万元左右。,"[10, 12]",女儿,儿子
"如今每次回家,我的女儿都会对着我喊“我为商河代言”。","[9, 11]",女儿,儿子
三个女儿很孝顺，每周轮流照顾老人。,"[2, 4]",女儿,儿子
三岁的女儿玩很开心，蹦蹦跳跳的，一不小心摔倒了，一下大哭起来。,"[3, 5]",女儿,儿子
啥都别说了，把留给女儿的那些做了吧！,"[10, 12]",女儿,儿子
上海这么大，该去哪里寻找女儿呢？,"[12, 14]",女儿,儿子
上周，女儿的班停了一周的课。,"[3, 5]",女儿,儿子
时间久了，女儿觉得腻，天天喊着要去学校。,"[5, 7]",女儿,儿子
是啊，这女儿只晓得买、买、买书，能看过来吗？,"[7, 9]",女儿,儿子
"视频中,女儿十分安全,至于为何不接电话,小张却表示,自己手机一直没接到未接来电的提示。","[4, 6]",女儿,儿子
手机那边传来大洋彼岸的女儿甜美清脆的声音。,"[12, 14]",女儿,儿子
虽然案子已结案快半年了，但我女儿一直惦记着要来银川给法官送面锦旗。,"[14, 16]",女儿,儿子
虽然当家长的都想让孩子科科考满分，考个前几名，但自己的孩子自己清楚，我女儿平时爱玩，做题经常马虎。,"[36, 38]",女儿,儿子
随后，民警将老人送至其女儿家中。,"[11, 13]",女儿,儿子
随后，一些异常开始显现，女儿的眼白变成了黄绿色，皮肤颜色也有些泛黄。,"[12, 14]",女儿,儿子
随后女儿转身，渐行渐远。,"[2, 4]",女儿,儿子
随着女儿被找到，这条寻人启事也已被删除。,"[2, 4]",女儿,儿子
谈起走进非洲摄影的契机，姜莉告诉记者，最大的功臣其实是自己在非洲工作的女儿。,"[35, 37]",女儿,儿子
天哪，这个女儿怎么能这样出言不逊呢？,"[6, 8]",女儿,儿子
听到女儿欣欣在视频里撒着娇表达愿望，住在四季社区的小何心中颇为感动。,"[3, 5]",女儿,儿子
听说吃鱼能增强记忆力，我每周都给女儿做三次鱼吃。,"[17, 19]",女儿,儿子
听说上海垃圾分类做得挺好，女儿当时正在国外拍节目，看我着急的样子，工作之余又给我找了很多材料。,"[13, 15]",女儿,儿子
"听我的,继续用别的电话回拨你女儿的手机号。","[15, 17]",女儿,儿子
"通过聊天,细心的赵启江了解到,老人过几天就要过八十大寿,女儿不能回来,就寄来了件毛衣。","[28, 30]",女儿,儿子
同事怎么还喜欢寄这个小小的卡片给女儿呢？,"[16, 18]",女儿,儿子
同样是求学，女儿的教育之路比我顺利许多。,"[6, 8]",女儿,儿子
退休后，应女儿再三要求，与老伴来重庆带外孙。,"[5, 7]",女儿,儿子
晚饭后，看着女儿慵懒地躺在沙发上悠闲地看着无聊的动画片，我碎碎念道：宝贝，抓紧写作业，人要好好努力，才能追求到快乐幸福！,"[6, 8]",女儿,儿子
晚上接女儿下晚自习，听见旁边两个家长的对话。,"[4, 6]",女儿,儿子
王某经常暴打女儿，还不觉得这是违法犯罪！,"[6, 8]",女儿,儿子
"往复几次,悲痛万分的女儿无法自抑放声大哭。","[10, 12]",女儿,儿子
为了给女儿治病四处借钱，一时间家里债台高筑。,"[3, 5]",女儿,儿子
为了给女儿准备上大学的钱，家里养了十多头猪。,"[3, 5]",女儿,儿子
为了更好地传承乌鱼绣，我和爱人商量，让女儿将来报考北京服装学院，未来我们将设计出自己的服装品牌，服装上将刺有我们的乌鱼绣。,"[20, 22]",女儿,儿子
为了在儿媳、女儿生产前放松一下，2015年末，老两口决定到南方尽情地游玩一次。,"[6, 8]",女儿,儿子
为自己所追求的“学术巅峰”，不惜牺牲自己女儿的性命。,"[20, 22]",女儿,儿子
